id_student,code_module,code_presentation,total_score*weight,attempted_weight,adjusted_mark,mark,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation
2579891,FFF,2014J,8875.0,100.0,67.95368020301899,44.4,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,FFF_2014J
2580196,FFF,2013J,2975.0,62.5,21.32668711656442,14.9,M,South Region,HE Qualification,60-70%,0-35,0,120,N,Fail,FFF_2013J
2580439,BBB,2013B,7841.0,100.0,60.70114213195993,39.2,F,Wales,HE Qualification,10-20,35-55,0,120,N,Pass,BBB_2013B
2580545,FFF,2013J,7625.0,100.0,58.60406091368782,38.1,M,North Western Region,Lower Than A Level,20-30%,35-55,2,60,N,Pass,FFF_2013J
2580626,BBB,2014J,8700.0,100.0,86.52686762777752,43.5,F,South East Region,HE Qualification,80-90%,35-55,1,60,N,Distinction,BBB_2014J
2581477,AAA,2014J,4780.0,100.0,41.494289340100096,23.9,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,AAA_2014J
2581528,BBB,2013B,5890.0,81.0,45.23159898476658,29.4,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,BBB_2013B
2581536,FFF,2014B,7425.0,100.0,56.6909898476998,37.1,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,FFF_2014B
2581603,CCC,2014B,8839.0,150.0,58.9,44.2,M,South Region,Lower Than A Level,30-40%,35-55,0,40,N,Distinction,CCC_2014B
2581654,FFF,2014B,7450.0,100.0,56.86230964465395,37.2,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,FFF_2014B
2581779,DDD,2013J,18105.0,200.0,90.5,90.5,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,DDD_2013J
2581800,FFF,2013B,0.0,0.0,,,M,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Withdrawn,FFF_2013B
2581822,DDD,2013B,3038.5,47.5,,,M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn,DDD_2013B
2581822,DDD,2013J,9540.0,180.0,53.0,47.7,M,West Midlands Region,HE Qualification,30-40%,0-35,1,150,N,Distinction,DDD_2013J
2583791,BBB,2013J,4451.0,100.0,28.650306748466257,22.3,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013J
2583997,FFF,2014B,500.0,12.5,4.516871165644171,2.5,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,FFF_2014B
2584244,FFF,2014J,6875.0,100.0,51.878172588821144,34.4,M,Scotland,HE Qualification,20-30%,35-55,0,90,N,Pass,FFF_2014J
2584834,BBB,2013J,6102.0,82.0,46.33565989847111,30.5,F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass,BBB_2013J
2584873,AAA,2014J,6280.0,100.0,47.4873096446629,31.4,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,AAA_2014J
2585270,DDD,2013J,9537.5,160.0,59.6,47.7,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,60,N,Distinction,DDD_2013J
2585285,DDD,2013B,11437.5,200.0,57.2,57.2,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,DDD_2013B
2585330,FFF,2014B,6100.0,75.0,46.364213197963466,30.5,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,FFF_2014B
2585937,BBB,2013J,7403.0,100.0,56.50063451775074,37.0,F,Scotland,A Level or Equivalent,0-10%,0-35,1,165,Y,Pass,BBB_2013J
2586026,DDD,2013B,40.0,2.0,0.9355828220858896,0.2,M,South West Region,Lower Than A Level,50-60%,35-55,1,60,N,Fail,DDD_2013B
2586560,AAA,2013J,7280.0,100.0,55.260152284249386,36.4,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,AAA_2013J
2587329,BBB,2013J,7703.0,100.0,59.273477157342,38.5,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,BBB_2013J
2588201,CCC,2014B,11989.0,150.0,79.9,59.9,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,CCC_2014B
2588201,EEE,2013J,8140.0,100.0,63.09961928931804,40.7,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,EEE_2013J
2588215,DDD,2014B,3145.0,40.0,,,M,North Western Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn,DDD_2014B
2588215,DDD,2014J,3855.0,50.0,25.421779141104295,19.3,M,North Western Region,Lower Than A Level,10-20,0-35,2,60,Y,Fail,DDD_2014J
2588294,CCC,2014J,308.0,7.0,,,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,CCC_2014J
2588379,DDD,2013J,260.0,10.0,2.3006134969325154,1.3,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Fail,DDD_2013J
2588543,DDD,2014B,6740.0,200.0,33.7,33.7,F,North Western Region,A Level or Equivalent,30-40%,35-55,2,60,Y,Distinction,DDD_2014B
2588655,DDD,2013J,1555.0,22.5,,,M,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,DDD_2013J
2588655,DDD,2014J,9970.0,200.0,49.8,49.8,M,Scotland,Lower Than A Level,50-60%,0-35,2,60,N,Distinction,DDD_2014J
2588742,BBB,2013J,7122.0,100.0,54.051395939072876,35.6,F,East Midlands Region,Lower Than A Level,90-100%,0-35,2,60,N,Pass,BBB_2013J
2589096,DDD,2013J,1850.0,22.5,,,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD_2013J
2589352,FFF,2014B,9100.0,100.0,68.76903553296745,45.5,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,FFF_2014B
2590189,EEE,2013J,6532.0,100.0,49.27982233501652,32.7,M,Wales,HE Qualification,80-90%,35-55,0,30,N,Pass,EEE_2013J
2590531,FFF,2014B,1650.0,25.0,,,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,FFF_2014B
2590564,BBB,2014B,8027.0,100.0,77.95543905635286,40.1,F,London Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,BBB_2014B
2590864,DDD,2014J,11505.0,200.0,57.5,57.5,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Distinction,DDD_2014J
2590948,CCC,2014J,768.0,11.0,6.533742331288344,3.8,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,CCC_2014J
2590999,FFF,2013B,9000.0,100.0,91.78243774573056,45.0,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Distinction,FFF_2013B
2591421,BBB,2013B,1952.0,45.0,,,F,London Region,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn,BBB_2013B
2591421,BBB,2013J,4266.0,82.0,40.6249999999994,21.3,F,London Region,A Level or Equivalent,10-20,35-55,1,90,N,Pass,BBB_2013J
2591672,GGG,2013J,4666.7,66.7,29.539877300613497,23.3,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,GGG_2013J
2591974,BBB,2014B,7257.0,100.0,73.64351245085024,36.3,F,North Western Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,BBB_2014B
2592923,BBB,2014B,5042.0,62.0,31.196319018404907,25.2,M,Wales,Lower Than A Level,10-20,0-35,0,60,Y,Fail,BBB_2014B
2592973,EEE,2014J,8780.0,100.0,67.4873096446438,43.9,M,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,EEE_2014J
2593689,CCC,2014J,7909.0,119.0,61.15799492383766,39.5,F,Scotland,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,CCC_2014J
2593755,CCC,2014J,8763.0,150.0,58.4,43.8,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,CCC_2014J
2593920,CCC,2014J,11437.0,150.0,76.2,57.2,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,30,N,Distinction,CCC_2014J
2594139,AAA,2013J,7350.0,100.0,56.031091370543066,36.8,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,AAA_2013J
2594368,BBB,2014J,5600.0,100.0,44.03870558375249,28.0,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,BBB_2014J
2594888,DDD,2013B,14746.5,200.0,73.7,73.7,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,200,Y,Distinction,DDD_2013B
2595058,FFF,2014B,1050.0,12.5,8.88803680981595,5.2,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Fail,FFF_2014B
2595204,CCC,2014J,2711.0,91.0,20.30674846625767,13.6,M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,CCC_2014J
2595457,DDD,2014B,660.0,10.0,,,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,DDD_2014B
2595457,DDD,2014J,2705.0,75.0,20.23006134969325,13.5,M,Scotland,HE Qualification,50-60%,0-35,1,60,N,Fail,DDD_2014J
2595641,FFF,2013J,5675.0,100.0,44.35279187816843,28.4,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,FFF_2013J
2595665,EEE,2014B,7924.0,100.0,61.28172588830455,39.6,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Pass,EEE_2014B
2595730,DDD,2014B,4570.0,60.0,,,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,DDD_2014B
2595730,DDD,2014J,16615.0,200.0,83.1,83.1,F,Ireland,Lower Than A Level,40-50%,0-35,1,120,N,Distinction,DDD_2014J
2595841,AAA,2014J,5540.0,100.0,33.30521472392638,27.7,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,AAA_2014J
2596553,CCC,2014J,3733.0,48.0,,,M,South West Region,Lower Than A Level,10-20,35-55,0,30,Y,Withdrawn,CCC_2014J
2596621,AAA,2014J,7300.0,100.0,55.36167512688888,36.5,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Pass,AAA_2014J
2596621,FFF,2013J,8750.0,100.0,87.5753604193891,43.8,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Distinction,FFF_2013J
2597117,FFF,2014J,9125.0,100.0,93.34207077325279,45.6,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,FFF_2014J
2597543,BBB,2014B,8242.0,100.0,64.04822335023084,41.2,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,BBB_2014B
2598509,EEE,2013J,8092.0,100.0,62.76967005073968,40.5,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,EEE_2013J
2598631,CCC,2014J,112.0,2.0,1.4800613496932515,0.6,M,North Region,HE Qualification,20-30%,0-35,0,60,N,Fail,CCC_2014J
2598871,AAA,2013J,7400.0,100.0,56.57360406089788,37.0,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA_2013J
2598913,CCC,2014B,1118.0,18.0,9.470858895705522,5.6,M,London Region,HE Qualification,30-40%,35-55,0,150,N,Fail,CCC_2014B
2598961,CCC,2014J,14358.0,150.0,95.7,71.8,M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,Distinction,CCC_2014J
2598961,EEE,2013J,9524.0,100.0,98.1782437745612,47.6,M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,Distinction,EEE_2013J
2599162,FFF,2013B,2025.0,25.0,16.87883435582822,10.1,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,FFF_2013B
2599162,FFF,2014J,975.0,12.5,,,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,FFF_2014J
2599179,EEE,2014J,9192.0,100.0,68.99111675124135,46.0,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,EEE_2014J
2599352,AAA,2013J,7570.0,100.0,58.12182741115021,37.8,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,AAA_2013J
2599784,BBB,2014J,4300.0,100.0,40.656725888324246,21.5,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,BBB_2014J
2599817,GGG,2013J,6500.0,100.0,49.06408629440759,32.5,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,GGG_2013J
2599883,CCC,2014J,14453.0,150.0,96.4,72.3,F,Scotland,A Level or Equivalent,30-40%,0-35,0,240,N,Distinction,CCC_2014J
2599883,FFF,2014J,8425.0,100.0,65.4282994923615,42.1,F,Scotland,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,FFF_2014J
2600688,AAA,2013J,7010.0,100.0,52.947335025368346,35.0,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,AAA_2013J
2600862,EEE,2014B,8964.0,100.0,90.9436435124413,44.8,F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,EEE_2014B
2600887,FFF,2013B,4075.0,50.0,40.39974619289302,20.4,M,Ireland,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,FFF_2013B
2601889,AAA,2014J,8090.0,100.0,62.604695431450494,40.4,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Pass,AAA_2014J
2602235,CCC,2014B,40.0,2.0,,,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn,CCC_2014B
2602235,DDD,2013J,7375.0,180.0,36.9,36.9,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,DDD_2013J
2602264,CCC,2014B,13810.0,143.0,99.94757536040574,69.0,M,London Region,Post Graduate Qualification,10-20,35-55,0,120,N,Distinction,CCC_2014B
2602264,FFF,2013J,8600.0,100.0,84.57404980340095,43.0,M,London Region,Post Graduate Qualification,10-20,35-55,0,150,N,Distinction,FFF_2013J
2602338,AAA,2014J,2180.0,30.0,17.868098159509202,10.9,F,North Western Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,AAA_2014J
2602486,DDD,2013B,12324.5,200.0,61.6,61.6,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,DDD_2013B
2602542,FFF,2014J,9250.0,100.0,95.00655307993617,46.2,M,Scotland,Post Graduate Qualification,90-100%,35-55,2,60,N,Distinction,FFF_2014J
2602679,BBB,2014B,6553.0,82.0,71.27129750982904,32.8,F,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,BBB_2014B
2602809,BBB,2013B,8746.0,100.0,67.27791878169984,43.7,F,North Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2013B
2603027,FFF,2014J,8400.0,100.0,65.30139593906213,42.0,M,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,FFF_2014J
2603195,CCC,2014B,7300.0,142.0,55.47271573602583,36.5,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,CCC_2014B
2603195,EEE,2014B,6172.0,100.0,46.85596446699853,30.9,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,EEE_2014B
2604212,FFF,2013B,7175.0,100.0,38.2898773006135,35.9,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,FFF_2013B
2604660,DDD,2013B,966.0,22.5,,,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,DDD_2013B
2604698,DDD,2013B,146.0,2.0,,,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,4,300,Y,Withdrawn,DDD_2013B
2604856,EEE,2013J,6888.0,100.0,37.69938650306749,34.4,M,South Region,Lower Than A Level,50-60%,35-55,0,90,N,Fail,EEE_2013J
2604975,FFF,2014B,8000.0,100.0,61.8972081218065,40.0,M,Scotland,HE Qualification,20-30%,35-55,0,60,Y,Pass,FFF_2014B
2605337,DDD,2014J,16825.0,200.0,84.1,84.1,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,DDD_2014J
2606098,AAA,2013J,7220.0,100.0,54.80329949237165,36.1,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,AAA_2013J
2606636,FFF,2014B,9050.0,100.0,92.38532110090722,45.2,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,FFF_2014B
2606765,GGG,2014J,6333.3,100.0,47.94416243654064,31.7,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,GGG_2014J
2606802,AAA,2014J,580.0,40.0,5.038343558282208,2.9,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,AAA_2014J
2606871,DDD,2013J,3640.0,60.0,,,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,DDD_2013J
2606890,FFF,2014B,8250.0,100.0,64.05139593906333,41.2,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,FFF_2014B
2607641,BBB,2013J,7783.0,100.0,59.98413705581848,38.9,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J
2607824,EEE,2013J,8924.0,100.0,68.13134517763811,44.6,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,EEE_2013J
2607849,CCC,2014B,5614.0,75.0,70.2359108781126,28.1,M,North Region,Lower Than A Level,30-40%,0-35,0,90,Y,Distinction,CCC_2014B
2607945,DDD,2013B,94.0,2.0,,,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,DDD_2013B
2608235,BBB,2013B,6550.0,100.0,49.381345177656016,32.8,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B
2608453,BBB,2013B,6287.0,82.0,36.11196319018405,31.4,F,Scotland,Lower Than A Level,30-40%,35-55,5,120,N,Fail,BBB_2013B
2608626,DDD,2014B,17197.5,200.0,86.0,86.0,F,South Region,A Level or Equivalent,,0-35,0,60,N,Distinction,DDD_2014B
2608828,EEE,2013J,8936.0,100.0,68.19796954312028,44.7,M,South East Region,HE Qualification,50-60%,35-55,0,55,N,Pass,EEE_2013J
2609069,CCC,2014J,414.0,9.0,,,M,London Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,CCC_2014J
2609574,BBB,2014B,632.0,19.0,,,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,BBB_2014B
2609908,CCC,2014B,11329.0,150.0,75.5,56.6,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,CCC_2014B
2609908,DDD,2014B,11832.5,180.0,65.7,59.2,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,DDD_2014B
2609955,FFF,2014B,1000.0,12.5,8.496932515337424,5.0,M,Wales,HE Qualification,10-20,0-35,0,90,N,Fail,FFF_2014B
2610745,BBB,2014J,6575.0,100.0,49.53997461928023,32.9,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J
2611371,DDD,2014B,7952.5,167.5,47.5,39.8,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,150,Y,Distinction,DDD_2014B
2611512,BBB,2014J,1770.0,30.0,14.50920245398773,8.8,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014J
2611779,DDD,2013B,7364.0,200.0,36.8,36.8,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,DDD_2013B
2611847,BBB,2014B,1449.0,24.0,11.809815950920246,7.2,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB_2014B
2611986,FFF,2013J,1000.0,12.5,8.504601226993865,5.0,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,FFF_2013J
2612069,DDD,2014J,11825.0,200.0,59.1,59.1,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Distinction,DDD_2014J
2612102,FFF,2014J,8475.0,100.0,82.35910878112149,42.4,M,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,FFF_2014J
2612342,DDD,2014J,5450.0,100.0,32.89877300613497,27.2,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,DDD_2014J
2612483,BBB,2013B,8654.0,100.0,85.4390563564805,43.3,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,BBB_2013B
2612561,DDD,2013J,15977.5,200.0,79.9,79.9,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,DDD_2013J
2612728,FFF,2014J,950.0,12.5,,,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,FFF_2014J
2613116,AAA,2013J,7980.0,100.0,61.86548223348166,39.9,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,AAA_2013J
2613219,EEE,2014B,6628.0,100.0,37.124233128834355,33.1,M,Scotland,HE Qualification,70-80%,35-55,0,30,N,Fail,EEE_2014B
2613296,DDD,2013J,12495.0,180.0,69.4,62.5,M,Scotland,Lower Than A Level,40-50%,0-35,1,120,N,Distinction,DDD_2013J
2613331,CCC,2014B,5990.0,75.0,45.77411167512139,30.0,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,Pass,CCC_2014B
2613746,CCC,2014J,4440.0,48.0,,,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,CCC_2014J
2613746,FFF,2013J,7475.0,100.0,57.255710659882,37.4,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,FFF_2013J
2613930,FFF,2013B,8725.0,100.0,86.55307994756781,43.6,M,South West Region,Lower Than A Level,90-100%,0-35,0,75,Y,Distinction,FFF_2013B
2614093,CCC,2014J,10868.0,150.0,72.5,54.3,M,South Region,A Level or Equivalent,80-90%,35-55,0,180,N,Distinction,CCC_2014J
2614277,FFF,2013J,7650.0,100.0,58.73730964465216,38.2,F,Scotland,HE Qualification,80-90%,35-55,0,140,N,Pass,FFF_2013J
2614777,BBB,2014J,7220.0,100.0,54.784263959376744,36.1,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,BBB_2014J
2615169,DDD,2013J,3702.5,60.0,,,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,DDD_2013J
2615169,DDD,2014J,13310.0,200.0,66.6,66.6,M,Wales,A Level or Equivalent,40-50%,0-35,1,60,N,Distinction,DDD_2014J
2615761,DDD,2013J,8535.0,100.0,39.808282208588956,42.7,F,London Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail,DDD_2013J
2615849,CCC,2014B,198.0,9.0,,,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,CCC_2014B
2615849,EEE,2013J,8296.0,100.0,64.58439086292069,41.5,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,EEE_2013J
2615892,DDD,2013B,14281.5,200.0,71.4,71.4,M,South Region,A Level or Equivalent,40-50%,35-55,0,110,N,Distinction,DDD_2013B
2615956,DDD,2014J,8605.0,175.0,43.0,43.0,F,Wales,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,DDD_2014J
2616787,BBB,2013B,5977.0,82.0,45.69479695430928,29.9,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,90,Y,Pass,BBB_2013B
2616950,CCC,2014B,10608.0,150.0,70.7,53.0,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,CCC_2014B
2616950,EEE,2013J,8748.0,100.0,67.32233502535462,43.7,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,EEE_2013J
2616978,FFF,2014B,9700.0,100.0,99.1480996068019,48.5,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,FFF_2014B
2617002,AAA,2013J,6520.0,100.0,49.24492385785919,32.6,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,AAA_2013J
2617541,FFF,2013B,9100.0,100.0,68.71510152281522,45.5,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,FFF_2013B
2617596,BBB,2013B,9371.0,100.0,97.07732634336904,46.9,F,East Midlands Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,BBB_2013B
2617635,CCC,2014B,120.0,2.0,1.5107361963190185,0.6,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,CCC_2014B
2617635,EEE,2013J,7772.0,100.0,60.01586294414332,38.9,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,EEE_2013J
2617839,BBB,2013J,7909.0,100.0,61.078680203025556,39.5,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J
2617999,BBB,2013B,6091.0,82.0,46.39911167512079,30.5,F,North Western Region,Lower Than A Level,10-20,35-55,0,180,N,Pass,BBB_2013B
2618352,DDD,2013J,740.0,10.0,,,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,DDD_2013J
2619025,CCC,2014J,10563.0,150.0,70.4,52.8,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction,CCC_2014J
2619025,EEE,2013J,8696.0,100.0,86.4351245085115,43.5,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Distinction,EEE_2013J
2619107,BBB,2013J,8720.0,100.0,86.77588466578527,43.6,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,BBB_2013J
2619184,FFF,2013J,2375.0,25.0,,,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,FFF_2013J
2619496,DDD,2014B,17147.5,200.0,85.7,85.7,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,DDD_2014B
2619719,FFF,2014B,1525.0,25.0,,,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,FFF_2014B
2620178,BBB,2013B,8315.0,100.0,80.4849279161158,41.6,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,BBB_2013B
2620279,BBB,2013J,2222.0,26.0,,,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,BBB_2013J
2620636,CCC,2014B,268.0,9.0,2.2776073619631902,1.3,F,South Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Fail,CCC_2014B
2620661,CCC,2014J,8825.0,128.0,67.73159898474509,44.1,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,CCC_2014J
2620661,EEE,2014B,6888.0,100.0,51.8876903553186,34.4,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,EEE_2014B
2620930,FFF,2014B,9275.0,100.0,95.64875491479826,46.4,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,FFF_2014B
2620947,GGG,2014J,8000.0,100.0,77.90301441677228,40.0,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,Y,Distinction,GGG_2014J
2621590,DDD,2013B,1508.5,32.0,12.262269938650308,7.5,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD_2013B
2621695,GGG,2013J,7500.0,100.0,57.45558375632851,37.5,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,GGG_2013J
2621734,FFF,2013J,4000.0,100.0,26.058282208588956,20.0,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,FFF_2013J
2622441,CCC,2014J,7273.0,120.0,55.282360406076776,36.4,M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,CCC_2014J
2622441,DDD,2014J,11455.0,150.0,76.4,57.3,M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Distinction,DDD_2014J
